company,url,flag,industry,size
Perfect Planners Events Limited,https://perfectplanners.uk,,Activities of exhibition and fair organisers,Micro (turnover ≤£632k)
UK Diving Services Ltd,https://diving-services.co.uk,,Renting and leasing of passenger water transport equipment,Micro (turnover ≤£632k)
Burman Plant Hire Ltd,https://burmanplantltd.co.uk,,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.",Micro (turnover ≤£632k)
Room2Spare Limited,https://room2spare.com,,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.",Micro (turnover ≤£632k)
Positive People HR Limited,https://positivepeoplehr.co.uk,,Human resources provision and management of human resources functions,Micro (turnover ≤£632k)
Cearban Ltd,https://baskingsharkscotland.co.uk/,,Tour operator activities,Micro (turnover ≤£632k)
Voyages Marirose Ltd,https://marirose.co.uk,,Activities of tourist guides,Micro (turnover ≤£632k)
Kye-Tec Security & K9 Ltd,https://kye-tecsecurity.co.uk,,Private security activities,Micro (turnover ≤£632k)
KMFM Technologies Limited,https://kmfmgroup.co.uk,,Security systems service activities,Micro (turnover ≤£632k)
20 The Circus Bath Limited,https://www.circusorthodontics.co.uk,,Combined facilities support activities,Micro (turnover ≤£632k)
York Cleaning Angels Ltd,https://cleaningangelsyorkshire.co.uk,,General cleaning of buildings,Micro (turnover ≤£632k)
Saphala Secretarial Services Limited,http://www.saphala.co.uk,,"Photocopying, document preparation and other specialised office support activities",Micro (turnover ≤£632k)
Viking Packaging UK Ltd,https://vikingpacking.com,,Packaging activities,Micro (turnover ≤£632k)
Nick Lang Contracting SW Limited,https://www.nicklangcontracting.com,,Other business support service activities n.e.c.,Micro (turnover ≤£632k)
Hudson Courses Limited,https://hudsoncourses.com,,Technical and vocational secondary education,Micro (turnover ≤£632k)
Introtrain & Forum Limited,https://www.introtrain.com,,Post-secondary non-tertiary education,Micro (turnover ≤£632k)
Trini Yoga Limited,https://www.triniyoga.co.uk/,,Sports and recreation education,Micro (turnover ≤£632k)
School of African Languages Limited,https://theschoolofafricanlanguages.com/,,Cultural education,Micro (turnover ≤£632k)
The Day-Viss Group Ltd,https://www.day-viss.co.uk,,Driving school activities,Micro (turnover ≤£632k)
Simon Bell Driving School Limited,https://simonbelldriving.co.uk,,Driving school activities,Micro (turnover ≤£632k)
Curriculo Solutions Ltd,https://www.curriculosolutions.com,,Educational support services,Micro (turnover ≤£632k)
Providence Care Solutions Ltd,https://providencecaresolutions.co.uk,,Medical nursing home activities,Micro (turnover ≤£632k)
Kindred Skin Aesthetics Ltd,https://kindredskin.co.uk,,Specialists medical practice activities,Micro (turnover ≤£632k)
Hatch End Dental Practice Limited,https://www.hatchenddentalpractice.co.uk,,Dental practice activities,Micro (turnover ≤£632k)
Morgan Street Dental Practice Ltd,https://morganstreetdental.co.uk,,Dental practice activities,Micro (turnover ≤£632k)
Portland Medical Ltd,https://www.portlandmedical.co.uk,,Dental practice activities,Micro (turnover ≤£632k)
Spikey Productions Ltd,https://spikeproductions.co.uk,,Support activities to performing arts,Micro (turnover ≤£632k)
Arty Party Crafts Ltd,https://artyparty.co.uk,,Operation of arts facilities,Micro (turnover ≤£632k)
Stellar Divers Limited,https://www.stellardivers.co.uk,,Activities of sport clubs,Micro (turnover ≤£632k)
Thorverton Cricket Club Ltd,https://thorvertoncc.co.uk,,Activities of sport clubs,Micro (turnover ≤£632k)
Fitness Rush Community CIC,https://www.fitnessrush.co.uk/community,,Fitness facilities,Micro (turnover ≤£632k)
Total Tri Training Limited,https://www.totaltritraining.com,,Other sports activities,Micro (turnover ≤£632k)
Solids Handling and Processing Association Limited,https://www.shapa.co.uk,,Activities of business and employers membership organizations,Micro (turnover ≤£632k)
CIBN UK Branch,https://cibnuk.com,,Activities of professional membership organizations,Micro (turnover ≤£632k)
A J Electrical Contractors South East Limited,http://www.ajelectricalltd.co.uk,,Repair of household appliances and home and garden equipment,Micro (turnover ≤£632k)
Wynn Griffiths & Tarr Limited,https://www.wgandt.co.uk,,Repair of furniture and home furnishings,Micro (turnover ≤£632k)
Windstruments (Repairs) Ltd,https://www.windstruments.co.uk/repairs,,Repair of personal and household goods n.e.c.,Micro (turnover ≤£632k)
Papilio Beauty Limited,https://www.papiliobeauty.co.uk,,Hairdressing and other beauty treatment,Micro (turnover ≤£632k)
Unique Funerals Limited,https://www.unique-funerals.co.uk,,Funeral and related activities,Micro (turnover ≤£632k)
Quite Great Limited,https://www.quitegreat.co.uk,,Other service activities n.e.c.,Micro (turnover ≤£632k)
Steprightorthotics Ltd,https://www.steprightorthotics.com,,Other service activities n.e.c.,Micro (turnover ≤£632k)
493K Limited,https://www.493k.com,,Manufacture of other plastic products,Micro (turnover ≤£632k)
Symbio Waste Solutions Ltd,http://symbiowastesolutions.co.uk,,Collection of non-hazardous waste,Micro (turnover ≤£632k)
The Unnatural History Museum Ltd,https://unnaturalhistorymuseum.org,,Museums activities,Micro (turnover ≤£632k)
Gender Free World Limited,https://www.genderfreeworld.com,,Wholesale of clothing and footwear,Micro (turnover ≤£632k)
Satgurus Limited,https://satgurus.com,,"Other retail sale not in stores, stalls or markets",Micro (turnover ≤£632k)
Bristol Aviation Training Limited,https://www.bristol.gs,,Technical and vocational secondary education,Micro (turnover ≤£632k)
Nottinghamshire Training Group Limited,https://nottstraining.co.uk,,Post-secondary non-tertiary education,Micro (turnover ≤£632k)
CSG Roofing Supplies Ltd,https://csgroofingsupplies.co.uk,,"Wholesale of wood, construction materials and sanitary equipment",Micro (turnover ≤£632k)
Mifa UK. Limited,http://www.mifauk.com,,Activities of mortgage finance companies,Micro (turnover ≤£632k)
Cara Jewellers (UK) Limited,https://carajewellers.com,,Wholesale of watches and jewellery,Micro (turnover ≤£632k)
Nebulas Energy Ltd,https://nebulasenergy.com,,Manufacture of other electrical equipment,Micro (turnover ≤£632k)
Wibsey Ltd,https://www.wibseyosteopathicclinic.co.uk/,,Packaging activities,Micro (turnover ≤£632k)
Florentin Fonche Foundation,https://florentinfonchefoundation.com,,Other education n.e.c.,Micro (turnover ≤£632k)
H & H Doors and Windows Limited,https://hhdoor.com/,,Manufacture of doors and windows of metal,Micro (turnover ≤£632k)
Centric Lab Ltd,https://www.thecentriclab.com,,Other research and experimental development on natural sciences and engineering,Micro (turnover ≤£632k)
Paul Crick Publishing and Editorial Consultancy Limited,http://www.paulcrick.co.uk,,Other publishing activities,Micro (turnover ≤£632k)
Williams Welding & Fabrications Ltd,https://www.williamswelding.co.uk,,Manufacture of other fabricated metal products n.e.c.,Micro (turnover ≤£632k)
Strathclyde Windscreens Limited,https://strathclydewindscreens.co.uk,,Repair of other equipment,Micro (turnover ≤£632k)
Luna Domes Limited,https://www.lunadomes.com,,"Recreational vehicle parks, trailer parks and camping grounds",Micro (turnover ≤£632k)
Lauren Louise Hazel Ltd,https://www.llhazel.co.uk,,Book publishing,Micro (turnover ≤£632k)
Tri-Shield Protection Products Ltd,https://trishieldprotection.com,,Agents involved in the sale of timber and building materials,Micro (turnover ≤£632k)
Refscorer Digital Limited,https://www.refscorer.com,,Manufacture of sports goods,Micro (turnover ≤£632k)
Red Kite HR Services Limited,https://www.redkitehrservices.co.uk,,Human resources provision and management of human resources functions,Micro (turnover ≤£632k)
Angel Med Ltd,https://www.4dflexisport.com/pages/terms-and-conditions,,Manufacture of medical and dental instruments and supplies,Micro (turnover ≤£632k)
Starr International Limited,https://starrcompanies.com,,Manufacture of motor vehicles,Micro (turnover ≤£632k)
Zero Green Bristol Ltd,https://www.zerogreenbristol.co.uk,,Other retail sale of food in specialised stores,Micro (turnover ≤£632k)
Award Framers International Ltd,https://www.awardframers.com,,Other manufacturing n.e.c.,Micro (turnover ≤£632k)
Furness Recruitment Solutions Ltd,https://www.furnessrecruit.com/,,Wholesale of textiles,Micro (turnover ≤£632k)
Transglobalre Limited,https://www.transglobalre.com,,Activities of insurance agents and brokers,Micro (turnover ≤£632k)
Raynot Specialist Welding Limited,https://www.raynot.co.uk,,Manufacture of metal structures and parts of structures,Micro (turnover ≤£632k)
Jo Andrews Interiors and Furniture Design Ltd,https://www.joandrewsinteriors.com,,Manufacture of other furniture,Micro (turnover ≤£632k)
World of Fish Limited,https://www.world-of-fish.co.uk,,"Retail sale of fish, crustaceans and molluscs in specialised stores",Micro (turnover ≤£632k)
TK Homes Limited,https://www.tke-homesolutions.co.uk/,,"Leasing of intellectual property and similar products, except copyright works",Micro (turnover ≤£632k)
Hull News & Pictures Ltd,https://www.hullnews.co.uk,,News agency activities,Micro (turnover ≤£632k)
Eden Car Traders Ltd,https://www.edencarsales.co.uk,,Sale of used cars and light motor vehicles,Micro (turnover ≤£632k)
Academic Camp Limited,https://www.academiccamp.org,,Educational support services,Micro (turnover ≤£632k)
Dahlia Beach Limited,https://www.dahliabeach.co.uk,,Growing of other perennial crops,Micro (turnover ≤£632k)
North Oak Recruitment Limited,https://www.northoakrecruitment.co.uk,,Temporary employment agency activities,Micro (turnover ≤£632k)
The Black Horse Inn Limited,http://www.blackhorse-donington.co.uk,,Licensed restaurants,Micro (turnover ≤£632k)
Printpack Services Limited,https://www.printpackservices.com,,Wholesale of other intermediate products,Micro (turnover ≤£632k)
Pioneer Sealants Ltd,https://pioneersealantsltd.co.uk,,"Manufacture of paints, varnishes and similar coatings, mastics and sealants",Micro (turnover ≤£632k)
Heritage Carpet & Flooring Limited,https://www.heritage-carpet.com/,,Retail sale of textiles in specialised stores,Micro (turnover ≤£632k)
Avicenna Services Ltd,https://www.avicennapharmacy.org,,General medical practice activities,Micro (turnover ≤£632k)
Whitby Holiday Cottages Limited,https://www.whitby-cottages.net,,Other holiday and other collective accommodation,Micro (turnover ≤£632k)
Raw Material Cover Ltd,https://www.rawmaterialcover.co.uk,,Activities of insurance agents and brokers,Micro (turnover ≤£632k)
Focus Cup Ltd,https://focuscup.co.uk,,Activities of sport clubs,Micro (turnover ≤£632k)
Turbo Performance Ltd,https://turboperformanceltd.com/,,Wholesale trade of motor vehicle parts and accessories,Micro (turnover ≤£632k)
Timberzone Services Limited,https://www.timberzone.co.uk,,Support services to forestry,Micro (turnover ≤£632k)
Alfahad Foods Limited,https://www.alfahadfoods.co.uk,,Other food services,Micro (turnover ≤£632k)
Pickmeuptheatre.com Ltd,https://www.pickmeuptheatre.com,,Performing arts,Micro (turnover ≤£632k)
Hettigoda Industries UK Limited,https://siddhalepa.com,,Activities of head offices,Micro (turnover ≤£632k)
Franke Racewear Ltd,https://www.frankeracewear.com,,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",Micro (turnover ≤£632k)
Sofinn (UK) Limited,https://sofinn.com,,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft",Micro (turnover ≤£632k)
P.A.H. Communications Limited,https://pahcommunications.co.uk,,Other telecommunications activities,Micro (turnover ≤£632k)
Mosaic Workshop Ltd,https://www.mosaicworkshop.com,,Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),Micro (turnover ≤£632k)
R Barlow Memorials Limited,https://www.rbarlowmemorials.com,,"Cutting, shaping and finishing of stone",Micro (turnover ≤£632k)
DIY Handy Sam Services Limited,https://diyhandysamservices.com,,Repair of furniture and home furnishings,Micro (turnover ≤£632k)
Better Being,https://www.betterbeing.com,,Other social work activities without accommodation n.e.c.,Micro (turnover ≤£632k)
OKM Solutions Ltd,https://okmsolutions.uk,,"Data processing, hosting and related activities",Micro (turnover ≤£632k)
ZRS Engineering Ltd,https://www.zrs-engineering.com,,Manufacture of other special-purpose machinery n.e.c.,Micro (turnover ≤£632k)
Florian Fire Services Limited,https://florianfire.com,,Support services to forestry,Micro (turnover ≤£632k)
Gallerytr Limited,https://www.gallerytr.com,,Manufacture of leather clothes,Micro (turnover ≤£632k)
Cubic Clothing Ltd,https://cubicoriginal.com/,,Manufacture of other textiles n.e.c.,Micro (turnover ≤£632k)
OpenUK,https://openuk.uk/,,Retail sale via mail order houses or via Internet,Micro (turnover ≤£632k)
Atholl House (Skye) Ltd,https://www.athollhouseskye.co.uk,,Hotels and similar accommodation,Micro (turnover ≤£632k)
Thermo Secure - UK Limited,https://www.thermosecure.co.uk,,Manufacture of doors and windows of metal,Micro (turnover ≤£632k)
Little Creative Woodcrafts Ltd,https://littlecreativewoodcrafts.com,,Manufacture of wooden containers,Micro (turnover ≤£632k)
Solo Refinish Solutions Ltd,https://solorefinishsolutions.co.uk,,Wholesale trade of motor vehicle parts and accessories,Micro (turnover ≤£632k)
Izzy's Bootyque Limited,https://izzysbootyque.com,,Manufacture of other wearing apparel and accessories n.e.c.,Micro (turnover ≤£632k)
Pineapple Audio Production Ltd,https://www.pineappleaudioproduction.com/,,"Motion picture, video and television programme post-production activities",Micro (turnover ≤£632k)
Killowen Distillery Ltd,https://www.killowendistillery.com,,"Distilling, rectifying and blending of spirits",Micro (turnover ≤£632k)
Braveface Film Ltd,https://www.braveface.com,,"Motion picture, video and television programme post-production activities",Micro (turnover ≤£632k)
Castle Associates Limited,https://castleassociates.org.uk/,,Non-trading company,Micro (turnover ≤£632k)
Chapel Break OSC CIC,https://www.chapelbreakclubs.co.uk/,,Child day-care activities,Micro (turnover ≤£632k)
Counterweight Support Limited,https://www.counterweight.org,,Research and experimental development on social sciences and humanities,Micro (turnover ≤£632k)
GDCC Limited,https://www.gdcc.com,,Renting and leasing of construction and civil engineering machinery and equipment,Micro (turnover ≤£632k)
